序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
1292,圈了个地,移动-休闲益智,深圳中青宝互动网络股份有限公司,深圳市友游互动科技有限公司,国新出审[2020]2720号,ISBN 978-7-498-08471-2,2020年11月30日
1293,小镇消除故事,移动-休闲益智,广州盈正信息技术有限公司,合肥乐攸信息科技有限公司,国新出审[2020]2719号,ISBN 978-7-498-08470-5,2020年11月30日
1294,迷你便利店,移动-休闲益智,杭州乐港科技有限公司,宿州手游互联信息技术有限公司,国新出审[2020]2718号,ISBN 978-7-498-08469-9,2020年11月30日
1295,超能射击,移动-休闲益智,杭州烈焰网络技术有限公司,南阳新创元软件有限公司,国新出审[2020]2717号,ISBN 978-7-498-08468-2,2020年11月30日
1296,弹球方块出击,移动-休闲益智,吉林音像出版社有限责任公司,海南易博士网络科技有限公司,国新出审[2020]2716号,ISBN 978-7-498-08467-5,2020年11月30日
1297,藏式台球,移动-休闲益智,广东太平洋电子出版社,长春洽游科技有限公司,国新出审[2020]2715号,ISBN 978-7-498-08466-8,2020年11月30日
1298,开心猎龙人,移动-休闲益智,黑龙江科学技术出版社有限公司,深圳宏大科技有限公司,国新出审[2020]2714号,ISBN 978-7-498-08465-1,2020年11月30日
1299,深海寻食,移动-休闲益智,杭州紫府网络科技有限公司,盐城如亨科技有限公司,国新出审[2020]2713号,ISBN 978-7-498-08464-4,2020年11月30日
1300,赛车模拟驾驶,移动-休闲益智,海南省电子音像出版社有限公司,海南喜相逢网络有限公司,国新出审[2020]2712号,ISBN 978-7-498-08462-0,2020年11月30日
1301,疯狂突击,移动-休闲益智,杭州渡口网络科技有限公司,深圳市探娱互动科学文化有限公司,国新出审[2020]2711号,ISBN 978-7-498-08463-7,2020年11月30日
1302,火柴人进化论,移动-休闲益智,上海空中宏电网络技术有限公司,上海空中宏电网络技术有限公司,国新出审[2020]2710号,ISBN 978-7-498-08458-3,2020年11月30日
1303,梦幻恐龙园,移动-休闲益智,广州盈正信息技术有限公司,上海烨傲网络科技有限公司,国新出审[2020]2709号,ISBN 978-7-498-08456-9,2020年11月30日
1304,星球建造大师,移动-休闲益智,咪咕互动娱乐有限公司,南京原极信息科技有限公司,国新出审[2020]2708号,ISBN 978-7-498-08454-5,2020年11月30日
1305,星空时代,移动,安徽新华电子音像出版社,南京微观商贸有限公司,国新出审[2020]2617号,ISBN 978-7-498-08402-6,2020年11月5日
1306,早安少女,移动,河北冠林数字出版有限公司,广州汇玩信息科技有限公司,国新出审[2020]2616号,ISBN 978-7-498-08401-9,2020年11月5日
1307,梦幻宠物店：飞狗日记,移动,华东师范大学电子音像出版社有限公司,上海炎锤网络科技有限公司,国新出审[2020]2615号,ISBN 978-7-498-08400-2,2020年11月5日
1308,万古封灵诀,移动,成都盈众九州网络科技有限公司,江苏嘉趣网络科技有限公司,国新出审[2020]2614号,ISBN 978-7-498-08399-9,2020年11月5日
1309,猪猪侠超星小英雄,移动,合肥乐堂动漫信息技术有限公司,合肥乐堂动漫信息技术有限公司,国新出审[2020]2613号,ISBN 978-7-498-08398-2,2020年11月5日
1310,厨房大作战,移动,宁波东海岸电子音像出版社有限公司,北京能量盒科技有限公司,国新出审[2020]2612号,ISBN 978-7-498-08397-5,2020年11月5日
1311,卓越大陆,移动,方圆电子音像出版社有限责任公司,北京洪腾科技有限公司,国新出审[2020]2611号,ISBN 978-7-498-08396-8,2020年11月5日
1312,武林盛典,移动,上海方寸信息科技有限公司,上海明游网络科技有限公司,国新出审[2020]2610号,ISBN 978-7-498-08391-3,2020年11月5日
1313,异兽擎天,移动,上海绿岸网络科技股份有限公司,上海绿岸网络科技股份有限公司,国新出审[2020]2609号,ISBN 978-7-498-08390-6,2020年11月5日
1314,冒险公社,客户端、移动,天津电子出版社有限公司,心动网络股份有限公司,国新出审[2020]2608号,ISBN 978-7-498-08403-3,2020年11月5日
1315,三界天骄,移动,杭州润趣科技有限公司,深圳子兰娱乐文化有限公司,国新出审[2020]2607号,ISBN 978-7-498-08389-0,2020年11月5日
1316,机动战姬：聚变,移动,北京青年报网际传播技术有限公司,潜龙心诚（北京）网络科技有限公司,国新出审[2020]2606号,ISBN 978-7-498-08387-6,2020年11月5日
1317,猎人前线,移动,杭州群游科技有限公司,杭州铜雀科技有限公司,国新出审[2020]2605号,ISBN 978-7-498-08385-2,2020年11月5日
1318,卡库远古封印,客户端,深圳中青宝互动网络股份有限公司,深圳槟果文化科技有限公司,国新出审[2020]2604号,ISBN 978-7-498-08383-8,2020年11月5日
1319,精灵觉醒,移动,黑龙江龙华数字出版股份有限公司,深圳金翅鸟信息科技有限公司,国新出审[2020]2603号,ISBN 978-7-498-08381-4,2020年11月5日
1320,万古圣墟,移动,安徽新华电子音像出版社,安徽三七网络科技有限公司,国新出审[2020]2602号,ISBN 978-7-498-08379-1,2020年11月5日
1321,灵魂宝戒,移动,上海同济大学电子音像出版社有限公司,深圳市探娱互动科学文化有限公司,国新出审[2020]2601号,ISBN 978-7-498-08377-7,2020年11月5日
1322,斗罗大陆2绝世唐门,移动,北京幻方朗睿软件科技有限公司,北京微游互动网络科技有限公司,国新出审[2020]2600号,ISBN 978-7-498-08375-3,2020年11月5日
1323,浮光无尽夏,移动,华东师范大学电子音像出版社有限公司,上海麦卓网络科技有限公司,国新出审[2020]2599号,ISBN 978-7-498-08373-9,2020年11月5日
1324,守护之境,移动,上海电子出版有限公司,上海跃客网络科技有限公司,国新出审[2020]2598号,ISBN 978-7-498-08371-5,2020年11月5日
1325,世界与远征,移动,上海方寸信息科技有限公司,上海石榴网络科技有限公司,国新出审[2020]2597号,ISBN 978-7-498-08369-2,2020年11月5日
1326,黎明特攻,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]2596号,ISBN 978-7-498-08366-1,2020年11月5日
1327,口袋战舰,移动,华中科技大学电子音像出版社,武汉游戏群科技有限公司,国新出审[2020]2595号,ISBN 978-7-498-08364-7,2020年11月5日
1328,牧剑二,客户端,杭州渡口网络科技有限公司,深圳市尚愉科技有限公司,国新出审[2020]2594号,ISBN 978-7-498-08363-0,2020年11月5日
1329,住客大人的心愿,移动,杭州群游科技有限公司,杭州猛犸象科技有限公司,国新出审[2020]2593号,ISBN 978-7-498-08360-9,2020年11月5日
1330,决战之地,移动,上海同济大学电子音像出版社有限公司,江西拓银科技有限公司,国新出审[2020]2592号,ISBN 978-7-498-08358-6,2020年11月5日
1331,沧月战纪,移动,大唐网络有限公司,北京河山易达信息技术有限公司,国新出审[2020]2591号,ISBN 978-7-498-08356-2,2020年11月5日
1332,星之彼端,移动,黑龙江龙华数字出版股份有限公司,苏州零螺科技有限公司,国新出审[2020]2590号,ISBN 978-7-498-08355-5,2020年11月5日
1333,火柴人格斗家,移动,辽宁电子出版社有限责任公司,宿州纵游信息技术有限公司,国新出审[2020]2589号,ISBN 978-7-498-08352-4,2020年11月5日
1334,冰原守卫者,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]2588号,ISBN 978-7-498-08350-0,2020年11月5日
1335,斯露德,移动,上海科学技术文献出版社有限公司,上海映雄体育文化有限公司,国新出审[2020]2587号,ISBN 978-7-498-08348-7,2020年11月5日
1336,狼人对决,移动,浙江出版集团数字传媒有限公司,杭州游卡网络技术有限公司,国新出审[2020]2586号,ISBN 978-7-498-08346-3,2020年11月5日
1337,治愈日记,移动,广州多益网络股份有限公司,成都利为网络科技有限公司,国新出审[2020]2585号,ISBN 978-7-498-08345-6,2020年11月5日
1338,我的战盟,移动,广州盈正信息技术有限公司,海南光一网络科技有限公司,国新出审[2020]2584号,ISBN 978-7-498-08343-2,2020年11月5日
1339,国王与冒险家,移动,杭州润趣科技有限公司,武汉努诚世达科技有限公司,国新出审[2020]2583号,ISBN 978-7-498-08341-8,2020年11月5日
1340,元能失控,游戏机（PS4）,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2020]2582号,ISBN 978-7-498-08339-5,2020年11月5日
1341,蓝月传奇2,移动,杭州润趣科技有限公司,浙江盛和网络科技有限公司,国新出审[2020]2581号,ISBN 978-7-498-08337-1,2020年11月5日
1342,爱琳诗篇,移动,杭州紫府网络科技有限公司,上海弘贯网络科技有限公司,国新出审[2020]2580号,ISBN 978-7-498-08335-7,2020年11月5日
1343,时灵之猎,移动,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]2579号,ISBN 978-7-498-08334-0,2020年11月5日
1344,弹幕幻想,移动,上海电子出版有限公司,上海天赐之恒网络科技有限公司,国新出审[2020]2578号,ISBN 978-7-498-08331-9,2020年11月5日
1345,灵契少女,移动,上海科学技术文献出版社有限公司,上海噗啾网络科技有限公司,国新出审[2020]2577号,ISBN 978-7-498-08330-2,2020年11月5日
1346,妖灵战姬,移动,黑龙江龙华数字出版股份有限公司,深圳市鲸旗天下网络科技有限公司,国新出审[2020]2576号,ISBN 978-7-498-08328-9,2020年11月5日
1347,斗笠江湖,移动,成都哆可梦网络科技有限公司,成都合辉达网络科技有限公司,国新出审[2020]2575号,ISBN 978-7-498-08326-5,2020年11月5日
1348,暗夜兵团,移动,上海乐蜀网络科技股份有限公司,上海技乐网络科技有限公司,国新出审[2020]2574号,ISBN 978-7-498-08395-1,2020年11月5日
1349,老农种树,移动,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]2573号,ISBN 978-7-498-08394-4,2020年11月5日
1350,小小航海士外传,移动,华东师范大学电子音像出版社有限公司,上海领音文化传播有限公司,国新出审[2020]2572号,ISBN 978-7-498-08393-7,2020年11月5日
1351,剑魄,客户端,深圳中青宝互动网络股份有限公司,皖新文化科技有限公司,国新出审[2020]2571号,ISBN 978-7-498-08392-0,2020年11月5日
1352,飞车冲冲冲,移动-休闲益智,天津电子出版社有限公司,竞技世界（北京）网络技术有限公司,国新出审[2020]2570号,ISBN 978-7-498-08388-3,2020年11月5日
1353,鱼吃鱼,移动-休闲益智,华中科技大学电子音像出版社,南京天豆互动网络科技有限公司,国新出审[2020]2569号,ISBN 978-7-498-08386-9,2020年11月5日
1354,桌乐象棋,移动-休闲益智,大唐网络有限公司,杭州开启网络科技有限公司,国新出审[2020]2568号,ISBN 978-7-498-08384-5,2020年11月5日
1355,爱捕萌宠,移动-休闲益智,杭州群游科技有限公司,成都绿农网科技有限公司,国新出审[2020]2567号,ISBN 978-7-498-08382-1,2020年11月5日
1356,中至五子棋,移动-休闲益智,江西高校出版社有限责任公司,江西中至科技有限公司,国新出审[2020]2566号,ISBN 978-7-498-08380-7,2020年11月5日
1357,梦想大亨,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]2565号,ISBN 978-7-498-08378-4,2020年11月5日
1358,菲梦少女人气偶像,移动-休闲益智,湖北省扬子江影音有限责任公司,成都雷兽互动科技有限公司,国新出审[2020]2564号,ISBN 978-7-498-08376-0,2020年11月5日
1359,点点勇士,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,深圳市动能无线传媒有限公司,国新出审[2020]2563号,ISBN 978-7-498-08374-6,2020年11月5日
1360,2048汉诺塔,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2020]2562号,ISBN 978-7-498-08372-2,2020年11月5日
1361,进化大战,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市禅游科技股份有限公司,国新出审[2020]2561号,ISBN 978-7-498-08370-8,2020年11月5日
1362,缤纷数字屋,移动-休闲益智,天津电子出版社有限公司,武汉汇多互动信息技术有限公司,国新出审[2020]2560号,ISBN 978-7-498-08368-5,2020年11月5日
1363,愤怒的勇士,移动-休闲益智,杭州紫府网络科技有限公司,海南有娱网络科技有限公司,国新出审[2020]2559号,ISBN 978-7-498-08367-8,2020年11月5日
1364,大萌熊的家,移动-休闲益智,宁波东海岸电子音像出版社,杭州星帆广告传媒有限公司,国新出审[2020]2558号,ISBN 978-7-498-08365-4,2020年11月5日
1365,沙之门,移动-休闲益智,杭州紫府网络科技有限公司,河南壹原始网络科技有限公司,国新出审[2020]2557号,ISBN 978-7-498-08362-3,2020年11月5日
1366,旅行与消除,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京网眼软件有限公司,国新出审[2020]2556号,ISBN 978-7-498-08361-6,2020年11月5日
1367,热力无限赛车,移动-休闲益智,杭州哲信信息技术有限公司,南京翰达睿信息技术有限公司,国新出审[2020]2555号,ISBN 978-7-498-08359-3,2020年11月5日
1368,翻卡大闯关,移动-休闲益智,黑龙江科学技术出版社有限公司,重庆隆讯科技有限公司,国新出审[2020]2554号,ISBN 978-7-498-08357-9,2020年11月5日
1369,公路竞速,移动-休闲益智,浙江出版集团数字传媒有限公司,北京掌上易游科技有限公司,国新出审[2020]2553号,ISBN 978-7-498-08354-8,2020年11月5日
1370,梦幻消除战,移动-休闲益智,上海晨路信息科技股份有限公司,上海番糖网络科技有限公司,国新出审[2020]2552号,ISBN 978-7-498-08353-1,2020年11月5日
1371,海王的飞车世界,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]2551号,ISBN 978-7-498-08351-7,2020年11月5日
1372,天才枪手,移动-休闲益智,吉林音像出版社有限责任公司,武汉镜像科技有限公司,国新出审[2020]2550号,ISBN 978-7-498-08349-4,2020年11月5日
1373,迷境射击,移动-休闲益智,杭州烈焰网络技术有限公司,南阳新创元软件有限公司,国新出审[2020]2549号,ISBN 978-7-498-08347-0,2020年11月5日
1374,方块小怪兽,移动-休闲益智,杭州渡口网络科技有限公司,深圳市逸游无限科技有限公司,国新出审[2020]2548号,ISBN 978-7-498-08344-9,2020年11月5日
1375,不休的音符,移动-休闲益智,北京侠客行网络技术有限公司,北京慕远科技有限公司,国新出审[2020]2547号,ISBN 978-7-498-08342-5,2020年11月5日
1376,人气摩托,移动-休闲益智,黑龙江科学技术出版社有限公司,南阳嘉翔软件有限公司,国新出审[2020]2546号,ISBN 978-7-498-08340-1,2020年11月5日
1377,怪兽不低头,移动-休闲益智,厦门雷霆互动网络有限公司,厦门淘金互动网络股份有限公司,国新出审[2020]2545号,ISBN 978-7-498-08338-8,2020年11月5日
